train,test,transfer_R2,geo_km,feat_dist,abs_dlat
Amazon,Chao Phraya,-0.5593975901099428,16452.031102780424,1.564414292374786,14.942775275265289
Amazon,Danube,-0.2766702578360063,9193.254671269038,2.93469686856091,46.07265541851148
Amazon,Indus,-51.23780511691863,12873.70897099843,3.257511615748477,26.129183257922843
Amazon,Limpopo,-0.0311092633127667,9303.177154769659,1.464049763427908,24.11913284448724
Amazon,Mackenzie,-0.2120835528219908,9832.99555316171,1.2652877726003018,69.23626578690127
Amazon,Mississippi,-0.7519764707886356,5617.863262945907,1.5794610558852011,31.872674887964482
Amazon,Niger,-0.2574714785027041,6325.366832692876,1.020807785023298,6.404659453289928
Amazon,Parana-Plata,-0.1094269993422902,3683.0679489777744,1.5311536138507837,32.30722984598626
Amazon,Pearl,-0.0114353374140543,16935.7698215352,0.472313170110043,23.859611916809975
Amazon,Rhine-Meuse,-0.2595916027679184,7802.318771214756,1.2395872800025254,52.728707071546694
Amazon,Sacramento,-0.1308762640537042,8475.30778070594,1.971161772189634,38.77388280764985
Amazon,Senegal,-9.764083623857962,4149.464396281233,2.148769542289025,16.752231010186758
Amazon,Yellow River,-21.29442500047256,15838.386151630597,2.253765449103123,37.477931819204244
Amazon,Ganges,-0.3070763451695311,14999.66978696712,3.1953693105216727,23.747343653370972
Chao Phraya,Amazon,-0.7307768059242039,16452.031102780424,1.564414292374786,14.942775275265289
Chao Phraya,Danube,0.0724089735812049,7477.911759799262,2.3435242195116355,31.12988014324619
Chao Phraya,Indus,-8.491981818715123,3581.608743542413,2.7214913850013485,11.186407982657554
Chao Phraya,Limpopo,-0.0910682720669207,8473.035512462127,2.605286311024176,39.06190811975253
Chao Phraya,Mackenzie,-0.1791885514350797,9887.839625497383,1.4457967782255559,54.29349051163599
Chao Phraya,Mississippi,-0.0249209319690788,14830.273636880378,1.7999371596096148,16.929899612699195
Chao Phraya,Niger,-0.4097447408828327,10277.152310736017,2.4718223452798225,8.538115821975362
Chao Phraya,Parana-Plata,-0.0409420035873004,16973.258784466918,1.3548754230539541,47.25000512125155
Chao Phraya,Pearl,-0.6106250133968365,1646.3003287952217,1.6276264696762826,8.916836641544686
Chao Phraya,Rhine-Meuse,-0.3816977464162423,9121.88517736211,2.44438528515831,37.7859317962814
Chao Phraya,Sacramento,-0.0161115502278017,12735.28840458201,1.8228644169866146,23.831107532384557
Chao Phraya,Senegal,-2.4319299478856236,12304.12832525215,3.069461603026922,1.8094557349214693
Chao Phraya,Yellow River,-7.376816589270057,3044.683939380574,2.538574381685037,22.535156543938953
Chao Phraya,Ganges,-0.0954236216368027,1518.1131248198453,2.436649933422803,8.804568378105683
Danube,Amazon,-87.40366367712713,9193.254671269038,2.93469686856091,46.07265541851148
Danube,Chao Phraya,-250.5657274750564,7477.911759799262,2.3435242195116355,31.12988014324619
Danube,Indus,-32.165213728344725,4161.711672812379,0.4218197368196652,19.943472160588634
Danube,Limpopo,-0.7245285562075054,7819.1817966817425,2.980522086385706,70.19178826299871
Danube,Mackenzie,0.4168227692374859,7287.667369261288,1.7975679976779544,23.163610368389797
Danube,Mississippi,-3.625153935441806,9596.398627699733,2.029016088205882,14.199980530546995
Danube,Niger,-7.162742236671734,4903.437549003771,3.2791933303136265,39.66799596522155
Danube,Parana-Plata,-23.204250363133102,12300.478789992876,1.7725930415126385,78.37988526449774
Danube,Pearl,-2.118496896744918,7779.297863961666,2.571579560330674,22.213043501701502
Danube,Rhine-Meuse,-0.1036494591547201,1859.7287006643796,2.7340974465031627,6.656051653035213
Danube,Sacramento,-0.5421157602842377,10299.062806114825,1.143619448337985,7.298772610861633
Danube,Senegal,-29.109323377289627,5295.414072350398,2.78197072350537,29.32042440832472
Danube,Yellow River,-31.34495974760857,7161.71070662693,1.7673256157538435,8.594723599307237
Danube,Ganges,-1.5276400641111518,5960.621223448959,0.39653201021945467,22.325311765140505
Indus,Amazon,-0.1977257708238458,12873.70897099843,3.257511615748477,26.129183257922843
Indus,Chao Phraya,-0.0444483540347124,3581.608743542413,2.7214913850013485,11.186407982657554
Indus,Danube,-0.0522372772988424,4161.711672812379,0.4218197368196652,19.943472160588634
Indus,Limpopo,-0.0480022740295522,6732.520196285428,3.2531020321074298,50.24831610241009
Indus,Mackenzie,-0.2623025036794386,9434.790540879745,2.067962525165096,43.10708252897843
Indus,Mississippi,-0.0029550614661999,13381.920806242411,2.208562017259349,5.743491630041639
Indus,Niger,-0.0699803642712924,6904.958041543046,3.5593955505643478,19.724523804632916
Indus,Parana-Plata,-0.1888015396027331,14769.264971336082,2.1637032480094964,58.4364131039091
Indus,Pearl,-0.0691291042165236,4520.284209094127,2.877042620081918,2.2695713411128686
Indus,Rhine-Meuse,-0.3433394136058096,5984.815944985643,2.9467353265117056,26.599523813623847
Indus,Sacramento,-0.0344613317026334,12898.627966233651,1.4836391861656235,12.644699549727001
Indus,Senegal,-0.8438030701270347,8724.270828801946,2.980759233471526,9.376952247736085
Indus,Yellow River,-0.3888300992994118,4840.1969933111695,2.004859770075782,11.348748561281397
Indus,Ganges,-0.254918639501319,2164.111120801615,0.5939608713476398,2.381839604551871
Limpopo,Amazon,-420.66576855441696,9303.177154769659,1.464049763427908,24.11913284448724
Limpopo,Chao Phraya,-170.69750036193693,8473.035512462127,2.605286311024176,39.06190811975253
Limpopo,Danube,-2.038083774899808,7819.1817966817425,2.980522086385706,70.19178826299871
Limpopo,Indus,-624.8997781656167,6732.520196285428,3.2531020321074298,50.24831610241009
Limpopo,Mackenzie,-20.77641689011013,15099.224107362765,1.8555501716173592,93.35539863138851
Limpopo,Mississippi,-117.57277552579396,14599.91807617802,2.2705970228218804,55.99180773245172
Limpopo,Niger,-64.96272142502717,4461.907129597106,0.7156151656311736,30.523792297777167
Limpopo,Parana-Plata,-15.736324688654506,8628.082861821309,1.6532056227099938,8.18809700149902
Limpopo,Pearl,-130.1233850650825,10103.025278241186,1.1971462160950581,47.978744761297214
Limpopo,Rhine-Meuse,-7.693359889211401,8970.5190160382,0.9966356516478451,76.84783991603393
Limpopo,Sacramento,-1.9808783377061507,17259.82982006372,1.869219118128663,62.89301565213708
Limpopo,Senegal,-842.4225523979528,7039.354852583159,0.8236071820383499,40.871363854674
Limpopo,Yellow River,-399.25356446862526,11179.397124575573,1.4967889261738028,61.597064663691484
Limpopo,Ganges,-2.1797220995662956,8058.553288276521,3.270119045325483,47.866476497858216
Mackenzie,Amazon,-64.27485709278655,9832.99555316171,1.2652877726003018,69.23626578690127
Mackenzie,Chao Phraya,-157.9728778789271,9887.839625497383,1.4457967782255559,54.29349051163599
Mackenzie,Danube,0.280934011065352,7287.667369261288,1.7975679976779544,23.163610368389797
Mackenzie,Indus,-93.0813661001932,9434.790540879745,2.067962525165096,43.10708252897843
Mackenzie,Limpopo,-0.696367960883548,15099.224107362765,1.8555501716173592,93.35539863138851
Mackenzie,Mississippi,-2.659800056892151,4953.487150815158,0.6079109054398456,37.36359089893679
Mackenzie,Niger,-6.593752703367021,11229.769464190262,1.794129701215682,62.83160633361135
Mackenzie,Parana-Plata,-21.462439671321004,12861.114544490742,1.1952652052780355,101.54349563288753
Mackenzie,Pearl,-0.3267083206252039,8525.681827077382,0.9404264490673223,45.3766538700913
Mackenzie,Rhine-Meuse,-0.2951297126284196,6214.263087352958,1.299673176660198,16.507558715354584
Mackenzie,Sacramento,-0.8761503655707352,3465.1351536559578,1.1197960539751866,30.46238297925143
Mackenzie,Senegal,-13.303759550268987,9416.99301600582,2.101257169043791,52.484034776714516
Mackenzie,Yellow River,-48.429325215242045,6943.44363222046,1.726663088357577,31.758333967697034
Mackenzie,Ganges,-1.8060971301248552,9268.230989062613,2.1049308213129785,45.4889221335303
Mississippi,Amazon,-18.662354715496612,5617.863262945907,1.5794610558852011,31.872674887964482
Mississippi,Chao Phraya,-14.479997773087264,14830.273636880378,1.7999371596096148,16.929899612699195
Mississippi,Danube,-0.0736222954143439,9596.398627699733,2.029016088205882,14.199980530546995
Mississippi,Indus,-1.2883180858440828,13381.920806242411,2.208562017259349,5.743491630041639
Mississippi,Limpopo,-0.2937379208948447,14599.91807617802,2.2705970228218804,55.99180773245172
Mississippi,Mackenzie,-2.3075035424774275,4953.487150815158,0.6079109054398456,37.36359089893679
Mississippi,Niger,-5.284310263408366,10438.126245891002,2.1046296937446716,25.468015434674555
Mississippi,Parana-Plata,-4.665262509671533,7960.05678526818,1.7989984660477851,64.17990473395074
Mississippi,Pearl,-0.5295360232885251,13460.120603285646,1.3267483470418082,8.013062971154508
Mississippi,Rhine-Meuse,-0.3347545268498848,7767.4850499513395,1.4881737060368079,20.856032183582208
Mississippi,Sacramento,-0.1639794106081962,2875.5724343824,1.617266351291378,6.901207919685362
Mississippi,Senegal,-2.6021378300694264,7706.8369785511395,2.479969561962494,15.120443877777724
Mississippi,Yellow River,-1.0736802004243642,11887.647163499872,2.201726743972762,5.605256931239758
Mississippi,Ganges,-0.4187586521238839,14008.356852551718,2.3548882131323094,8.12533123459351
Niger,Amazon,-7.652061768514392,6325.366832692876,1.020807785023298,6.404659453289928
Niger,Chao Phraya,-15.927207205479174,10277.152310736017,2.4718223452798225,8.538115821975362
Niger,Danube,0.2838190780838336,4903.437549003771,3.2791933303136265,39.66799596522155
Niger,Indus,-84.75440740271883,6904.958041543046,3.5593955505643478,19.724523804632916
Niger,Limpopo,-0.1465692108609688,4461.907129597106,0.7156151656311736,30.523792297777167
Niger,Mackenzie,-0.2000128479330436,11229.769464190262,1.794129701215682,62.83160633361135
Niger,Mississippi,-0.3296120935171236,10438.126245891002,2.1046296937446716,25.468015434674555
Niger,Parana-Plata,-3.7375239826223687,8018.506879262503,1.8917328206826731,38.71188929927619
Niger,Pearl,-0.1585459761029866,11424.843272908827,0.9314146238364005,17.454952463520048
Niger,Rhine-Meuse,-0.2933790545170938,5152.234932706766,0.8658765667542636,46.32404761825676
Niger,Sacramento,-0.3258213978867721,12817.214949079314,2.1972785841130404,32.36922335435992
Niger,Senegal,-164.40147860258,2742.7130219927762,1.4656713363259237,10.347571556896831
Niger,Yellow River,-40.96811083840326,11501.422841391912,2.0644366161887286,31.073272365914313
Niger,Ganges,-0.1073817631831377,9040.561756427725,3.5811159876576557,17.342684200081045
Parana-Plata,Amazon,-1.8313857733043435,3683.0679489777744,1.5311536138507837,32.30722984598626
Parana-Plata,Chao Phraya,-1.7798826390580285,16973.258784466918,1.3548754230539541,47.25000512125155
Parana-Plata,Danube,0.1242937394512936,12300.478789992876,1.7725930415126385,78.37988526449774
Parana-Plata,Indus,-5.729732500094342,14769.264971336082,2.1637032480094964,58.4364131039091
Parana-Plata,Limpopo,-0.0724698447522826,8628.082861821309,1.6532056227099938,8.18809700149902
Parana-Plata,Mackenzie,-0.0482475448464672,12861.114544490742,1.1952652052780355,101.54349563288753
Parana-Plata,Mississippi,-0.455923898128328,7960.05678526818,1.7989984660477851,64.17990473395074
Parana-Plata,Niger,-0.3593989647208928,8018.506879262503,1.8917328206826731,38.71188929927619
Parana-Plata,Pearl,-0.1301662197318374,18579.69840029683,1.2669795540222193,56.16684176279624
Parana-Plata,Rhine-Meuse,-0.3123482456267448,11269.229810185283,1.795191983168887,85.03593691753295
Parana-Plata,Sacramento,0.1013802784179543,10303.49235255277,0.7705569946681832,71.0811126536361
Parana-Plata,Senegal,-16.149354029611985,7014.8178954100595,1.8931973373714075,49.05946085617302
Parana-Plata,Yellow River,-6.792380035594837,19459.6767767986,1.2299707529659438,69.7851616651905
Parana-Plata,Ganges,-0.3588857400845904,16627.73982736193,1.9439679495990696,56.05457349935723
Pearl,Amazon,-0.8218681774271075,16935.7698215352,0.472313170110043,23.859611916809975
Pearl,Chao Phraya,-1.3724887873675446,1646.3003287952217,1.6276264696762826,8.916836641544686
Pearl,Danube,0.0486602014006737,7779.297863961666,2.571579560330674,22.213043501701502
Pearl,Indus,-6.924658283168383,4520.284209094127,2.877042620081918,2.2695713411128686
Pearl,Limpopo,-0.0051003157615217,10103.025278241186,1.1971462160950581,47.978744761297214
Pearl,Mackenzie,-0.0270452479109799,8525.681827077382,0.9404264490673223,45.3766538700913
Pearl,Mississippi,-0.3323735709172066,13460.120603285646,1.3267483470418082,8.013062971154508
Pearl,Niger,-0.1849701019537832,11424.843272908827,0.9314146238364005,17.454952463520048
Pearl,Parana-Plata,-0.1492538838128154,18579.69840029683,1.2669795540222193,56.16684176279624
Pearl,Rhine-Meuse,-0.1511397650909505,9136.469460618224,0.882556646828869,28.869095154736716
Pearl,Sacramento,0.0766906342672968,11143.501655382395,1.5804496682286018,14.91427089083987
Pearl,Senegal,-22.27736985766399,12996.793915551616,1.7699804473293759,7.1073809066232165
Pearl,Yellow River,-6.944880931635841,1586.5514170457993,1.8291411424771407,13.618319902394266
Pearl,Ganges,-0.0250777898685958,2403.9757717297707,2.8583018717125266,0.11226826343900242
Rhine-Meuse,Amazon,-147.03883413810885,7802.318771214756,1.2395872800025254,52.728707071546694
Rhine-Meuse,Chao Phraya,-325.32980863560687,9121.88517736211,2.44438528515831,37.7859317962814
Rhine-Meuse,Danube,0.3184095317489601,1859.7287006643796,2.7340974465031627,6.656051653035213
Rhine-Meuse,Indus,-40.57310198818889,5984.815944985643,2.9467353265117056,26.599523813623847
Rhine-Meuse,Limpopo,-0.740663590365702,8970.5190160382,0.9966356516478451,76.84783991603393
Rhine-Meuse,Mackenzie,-1.041401276259582,6214.263087352958,1.299673176660198,16.507558715354584
Rhine-Meuse,Mississippi,-5.884005659954581,7767.4850499513395,1.4881737060368079,20.856032183582208
Rhine-Meuse,Niger,-20.04646031773785,5152.234932706766,0.8658765667542636,46.32404761825676
Rhine-Meuse,Parana-Plata,-14.794461431834216,11269.229810185283,1.795191983168887,85.03593691753295
Rhine-Meuse,Pearl,-60.762731103563254,9136.469460618224,0.882556646828869,28.869095154736716
Rhine-Meuse,Sacramento,-0.2047878242348144,8784.151155177717,1.7941334193791334,13.954824263896846
Rhine-Meuse,Senegal,-73.57292929497493,4432.4299433616625,1.304958402543048,35.97647606135993
Rhine-Meuse,Yellow River,-76.17925676551954,8197.650317049909,1.74146266106185,15.25077525234245
Rhine-Meuse,Ganges,-1.786643672035479,7627.644801203608,3.0845457745744023,28.981363418175718
Sacramento,Amazon,-525.8057973528105,8475.30778070594,1.971161772189634,38.77388280764985
Sacramento,Chao Phraya,-232.93486683055568,12735.28840458201,1.8228644169866146,23.831107532384557
Sacramento,Danube,0.045399948708739,10299.062806114825,1.143619448337985,7.298772610861633
Sacramento,Indus,-7.736322571899954,12898.627966233651,1.4836391861656235,12.644699549727001
Sacramento,Limpopo,-0.5232682154124455,17259.82982006372,1.869219118128663,62.89301565213708
Sacramento,Mackenzie,-13.389189374871078,3465.1351536559578,1.1197960539751866,30.46238297925143
Sacramento,Mississippi,-67.0483556252202,2875.5724343824,1.617266351291378,6.901207919685362
Sacramento,Niger,-81.04667367439598,12817.214949079314,2.1972785841130404,32.36922335435992
Sacramento,Parana-Plata,-14.815549485672522,10303.49235255277,0.7705569946681832,71.0811126536361
Sacramento,Pearl,-250.0609179958001,11143.501655382395,1.5804496682286018,14.91427089083987
Sacramento,Rhine-Meuse,-3.465962222592559,8784.151155177717,1.7941334193791334,13.954824263896846
Sacramento,Senegal,-553.0964316486552,10223.324710299814,1.804984801806772,22.021651797463086
Sacramento,Yellow River,-11.500982528163304,9697.744293789068,0.8864665020779843,1.295950988445604
Sacramento,Ganges,-0.3395566862071228,12495.462346526128,1.4066785073640833,15.026539154278872
Senegal,Amazon,-0.4246362827806342,4149.464396281233,2.148769542289025,16.752231010186758
Senegal,Chao Phraya,-0.6105730183899871,12304.12832525215,3.069461603026922,1.8094557349214693
Senegal,Danube,-0.1429600375875244,5295.414072350398,2.78197072350537,29.32042440832472
Senegal,Indus,-0.8062104644527224,8724.270828801946,2.980759233471526,9.376952247736085
Senegal,Limpopo,-0.0926379607881544,7039.354852583159,0.8236071820383499,40.871363854674
Senegal,Mackenzie,-0.4389129826008939,9416.99301600582,2.101257169043791,52.484034776714516
Senegal,Mississippi,-0.0237775308328684,7706.8369785511395,2.479969561962494,15.120443877777724
Senegal,Niger,-0.4990685681587419,2742.7130219927762,1.4656713363259237,10.347571556896831
Senegal,Parana-Plata,-0.7956877578543451,7014.8178954100595,1.8931973373714075,49.05946085617302
Senegal,Pearl,-0.353429581791076,12996.793915551616,1.7699804473293759,7.1073809066232165
Senegal,Rhine-Meuse,-0.4668157932450423,4432.4299433616625,1.304958402543048,35.97647606135993
Senegal,Sacramento,-0.0484024341707098,10223.324710299814,1.804984801806772,22.021651797463086
Senegal,Yellow River,-0.299987785397646,12445.316121843933,1.127392613739185,20.725700809017482
Senegal,Ganges,-0.1273399837754532,10857.950479128633,3.083772903054018,6.995112643184214
Yellow River,Amazon,0.0413438297575908,15838.386151630597,2.253765449103123,37.477931819204244
Yellow River,Chao Phraya,-0.1427665710989591,3044.683939380574,2.538574381685037,22.535156543938953
Yellow River,Danube,-0.1246337542227302,7161.71070662693,1.7673256157538435,8.594723599307237
Yellow River,Indus,-1.9852848634553968,4840.1969933111695,2.004859770075782,11.348748561281397
Yellow River,Limpopo,-0.060951185497587,11179.397124575573,1.4967889261738028,61.597064663691484
Yellow River,Mackenzie,-0.1804295779023765,6943.44363222046,1.726663088357577,31.758333967697034
Yellow River,Mississippi,-0.1541007801579315,11887.647163499872,2.201726743972762,5.605256931239758
Yellow River,Niger,-0.3066636840315784,11501.422841391912,2.0644366161887286,31.073272365914313
Yellow River,Parana-Plata,-0.2701806921722209,19459.6767767986,1.2299707529659438,69.7851616651905
Yellow River,Pearl,0.0329155274922945,1586.5514170457993,1.8291411424771407,13.618319902394266
Yellow River,Rhine-Meuse,-0.3515593780980866,8197.650317049909,1.74146266106185,15.25077525234245
Yellow River,Sacramento,0.0062351873431355,9697.744293789068,0.8864665020779843,1.295950988445604
Yellow River,Senegal,-0.6810831133680291,12445.316121843933,1.127392613739185,20.725700809017482
Yellow River,Ganges,-0.1704886503291687,3122.7778172948874,2.018361518755907,13.730588165833268
Ganges,Amazon,-3.0768295308558837,14999.66978696712,3.1953693105216727,23.747343653370972
Ganges,Chao Phraya,-0.7189248576325333,1518.1131248198453,2.436649933422803,8.804568378105683
Ganges,Danube,-0.0430361465223061,5960.621223448959,0.39653201021945467,22.325311765140505
Ganges,Indus,-60.06264792127439,2164.111120801615,0.5939608713476398,2.381839604551871
Ganges,Limpopo,-0.0043016440706535,8058.553288276521,3.270119045325483,47.866476497858216
Ganges,Mackenzie,-0.2159277832687944,9268.230989062613,2.1049308213129785,45.4889221335303
Ganges,Mississippi,-0.3655827559307276,14008.356852551718,2.3548882131323094,8.12533123459351
Ganges,Niger,-0.3890187997760801,9040.561756427725,3.5811159876576557,17.342684200081045
Ganges,Parana-Plata,-0.4253411128584274,16627.73982736193,1.9439679495990696,56.05457349935723
Ganges,Pearl,-0.6661639368913501,2403.9757717297707,2.8583018717125266,0.11226826343900242
Ganges,Rhine-Meuse,-0.1564546446803023,7627.644801203608,3.0845457745744023,28.981363418175718
Ganges,Sacramento,-0.0854025668338664,12495.462346526128,1.4066785073640833,15.026539154278872
Ganges,Senegal,-12.752518404663824,10857.950479128633,3.083772903054018,6.995112643184214
Ganges,Yellow River,-9.09687961382015,3122.7778172948874,2.018361518755907,13.730588165833268
